energiesP,transmissionBRP,transmissionTLP,transmissionTRP, dos_DP
6.106106106106103937e-01,9.155951913980731049e-01,8.372176622222420039e-02,4.584943362334455369e-04,5.078055256983201815e+00
6.306306306306304066e-01,9.075986911305545801e-01,9.173563110898885764e-02,4.399367208015450082e-04,5.037065547296232459e+00
6.506506506506504195e-01,8.996637688251056808e-01,9.968668900828250856e-02,4.227601549611034086e-04,5.000787253263463406e+00
6.706706706706704324e-01,8.918396639562675698e-01,1.075258424903356852e-01,4.068239205047017638e-04,4.968824815836512698e+00
6.906906906906904453e-01,8.841709367223266058e-01,1.152086495564470514e-01,3.920083902702365970e-04,4.940825718150624546e+00
7.107107107107104582e-01,8.766976050369410522e-01,1.226951913776171688e-01,3.782109019850311794e-04,4.916473892869371198e+00
7.307307307307304711e-01,8.694553354034371129e-01,1.299498851611856076e-01,3.653425326143873268e-04,4.895484215186849397e+00
7.507507507507504840e-01,8.624756720362325435e-01,1.369412580007497438e-01,3.533255626126757224e-04,4.877597884004597262e+00
7.707707707707704969e-01,8.557862910043463334e-01,1.436416951011919019e-01,3.420914716099781629e-04,4.862578538036330222e+00
7.907907907907905098e-01,8.494112684062795626e-01,1.500271734973590843e-01,3.315793454015651827e-04,4.850208987309119202e+00
8.108108108108105228e-01,8.433713536145563960e-01,1.560769903269988990e-01,3.217346025792653004e-04,4.840288466415968216e+00
8.308308308308305357e-01,8.376842404356259486e-01,1.617734928893216906e-01,3.125079704875462368e-04,4.832630335839093405e+00
8.508508508508505486e-01,8.323648306120912110e-01,1.671018161226975052e-01,3.038546563329871941e-04,4.827060173070411686e+00
8.708708708708705615e-01,8.274254854543355853e-01,1.720496317621402205e-01,2.957336715630752328e-04,4.823414207093478012e+00
8.908908908908905744e-01,8.228762625394310248e-01,1.766069122764055421e-01,2.881072770478315193e-04,4.821538058781611902e+00
9.109109109109105873e-01,8.187251353737906578e-01,1.807657117182535078e-01,2.809405238525712698e-04,4.821285756448889792e+00
9.309309309309306002e-01,8.149781947019412165e-01,1.845199648293259775e-01,2.742008699995705919e-04,4.822519000576826365e+00
9.509509509509506131e-01,8.116398307782273225e-01,1.878653051018295272e-01,2.678578579820940970e-04,4.825106654960626074e+00
9.709709709709706260e-01,8.087128964222692895e-01,1.907989019912991746e-01,2.618828411915505631e-04,4.828924443455771431e+00
9.909909909909906389e-01,8.061988510731410429e-01,1.933193170775133196e-01,2.562487500868708607e-04,4.833854832415558356e+00
1.011011011011010652e+00,8.040978863604070215e-01,1.954263786649656498e-01,2.509298910281224830e-04,4.839787079043587958e+00
1.031031031031030665e+00,8.024090339398932681e-01,1.971210740825714569e-01,2.459017723509486887e-04,4.846617425501377419e+00
1.051051051051050678e+00,8.011302565138438414e-01,1.984054587689177418e-01,2.411409535757444748e-04,4.854249417985316839e+00
1.071071071071070691e+00,8.002585230826388951e-01,1.992825811005648484e-01,2.366249146901453794e-04,4.862594329416539018e+00
1.091091091091090703e+00,7.997898695703796745e-01,1.997564218247200596e-01,2.323319432941169799e-04,4.871571664192059892e+00
1.111111111111110716e+00,7.997194460396692683e-01,1.998318468837593787e-01,2.282410380809053035e-04,4.881109723970816106e+00
1.131131131131130729e+00,8.000415517705712354e-01,1.995145723587336550e-01,2.243318276925695433e-04,4.891146215084505755e+00
1.151151151151150742e+00,8.007496595325780397e-01,1.988111402045640852e-01,2.205845044600655315e-04,4.901628881274406879e+00
